presupuesto_min,fuente_lead,tipo_propiedad,interacciones_iniciales,conversion
94000,1,2,0,1
211000,1,1,0,0
96000,1,3,12,1
87000,1,2,2,1
288000,1,2,2,0
182000,1,1,0,0
132000,1,4,2,1
213000,1,2,8,0
151000,1,3,0,0
185000,1,3,12,0
96000,1,1,2,0
468000,1,1,4,0
109000,1,1,2,0
353000,1,2,2,0
135000,1,2,3,0
234000,1,1,2,0
225000,1,4,0,0
282000,1,1,3,0
94000,1,3,7,0
271000,1,2,6,1
414000,1,1,0,1
130000,2,1,3,1
153000,1,2,0,0
112000,1,3,2,0
124000,1,1,1,0
384000,1,2,0,0
86000,1,2,7,0
89000,1,1,4,1
364000,1,2,6,0
211000,1,1,0,1
481000,1,3,2,0
117000,1,2,4,1
161000,1,1,0,1
104000,1,3,0,0
162000,2,1,0,1
57000,1,3,0,0
219000,1,2,0,0
179000,1,1,3,0
145000,1,2,3,1
121000,2,1,3,1
92000,1,3,6,1
224000,1,3,4,0
79000,2,2,3,1
199000,1,2,0,1
469000,1,2,4,0
340000,1,1,0,1
66000,1,1,2,0
112000,1,3,0,0
189000,1,1,4,0
144000,1,1,4,0
69000,1,1,2,1
185000,1,4,8,0
149000,1,3,10,0
430000,1,1,3,0
130000,1,1,4,1
285000,1,3,0,0
75000,1,1,2,0
85000,1,4,2,0
223000,1,3,2,0
272000,1,3,7,0
89000,1,1,2,0
152000,1,2,4,0
70000,1,4,8,0
136000,1,1,3,0
238000,1,3,3,0
118000,1,1,1,0
131000,1,4,0,0
81000,1,2,4,1
105000,1,1,2,0
394000,1,2,3,0
156000,1,1,5,1
86000,1,1,3,1
126000,1,3,5,0
62000,1,1,4,0
86000,1,4,0,0
317000,1,1,0,0
139000,1,2,6,0
424000,1,4,11,1
142000,1,2,2,1
147000,1,3,0,0
213000,1,4,6,0
50000,2,2,0,1
168000,2,3,0,1
146000,1,1,1,0
340000,1,1,3,0
255000,1,1,5,0
80000,1,3,7,1
297000,1,2,0,0
130000,1,2,2,0
91000,1,3,4,1
167000,1,1,5,0
134000,1,4,0,0
350000,1,1,1,0
181000,2,1,3,1
168000,1,2,9,1
246000,1,1,0,0
274000,1,2,0,0
231000,2,3,0,1
327000,1,3,4,0
210000,1,1,5,1
164000,1,1,0,0
297000,1,1,6,0
143000,1,2,8,0
153000,1,1,6,0
387000,1,1,2,0
366000,1,3,5,0
149000,1,3,3,0
117000,1,3,0,0
335000,1,1,8,1
233000,1,2,3,1
178000,1,1,2,0
126000,1,1,5,1
180000,1,1,12,1
148000,1,3,0,1
104000,1,2,2,0
161000,1,1,4,0
174000,1,2,3,0
122000,1,4,2,1
247000,1,1,3,0
305000,1,3,3,1
256000,1,1,2,1
129000,1,1,3,0
227000,1,3,4,0
157000,1,1,6,0
76000,1,2,3,0
217000,1,1,0,1
163000,1,2,11,0
625000,1,2,2,0
334000,1,3,2,0
222000,1,3,8,1
172000,1,2,6,0
164000,1,1,5,1
86000,1,1,7,1
58000,1,2,0,0
93000,1,2,0,1
146000,1,1,8,0
50000,1,4,4,1
111000,1,1,2,0
131000,1,1,3,0
133000,1,3,5,1
104000,1,2,3,0
124000,1,2,0,1
387000,1,1,0,0
216000,1,1,8,1
110000,1,2,0,0
144000,1,1,4,1
148000,1,2,2,0
98000,1,1,5,0
98000,1,1,4,0
261000,1,1,1,0
119000,1,1,4,0
82000,1,1,0,0
146000,1,3,2,1
160000,1,2,4,0
51000,1,1,5,0
147000,1,2,2,1
242000,1,1,0,0
192000,1,1,2,0
511000,1,3,2,1
298000,1,2,9,1
333000,1,2,8,1
700000,1,1,2,1
228000,1,1,0,0
164000,1,3,2,0
256000,1,2,1,0
110000,1,2,0,0
159000,1,4,3,0
105000,1,1,4,0
187000,1,3,5,1
105000,1,2,4,0
103000,1,1,6,0
188000,1,1,5,0
139000,1,2,5,1
52000,1,1,4,0
67000,1,2,1,0
80000,1,2,3,0
92000,1,2,3,0
188000,1,2,2,0
169000,1,2,2,0
269000,1,2,3,0
227000,1,3,5,0
270000,1,1,0,0
210000,1,4,5,1
168000,1,1,2,0
275000,1,1,7,0
249000,1,2,9,1
184000,1,1,1,0
302000,1,1,5,1
50000,1,1,5,1
128000,1,2,0,1
127000,1,2,0,0
283000,1,1,4,1
356000,1,2,0,0
68000,1,1,7,1
326000,1,4,5,0
79000,1,1,0,1
80000,1,2,4,0
132000,2,2,0,1
126000,1,2,1,0
64000,1,4,6,0
214000,1,1,5,0
218000,1,2,5,0
268000,1,1,2,0
118000,2,2,3,1
147000,1,1,11,0
148000,2,1,3,1
380000,1,1,5,0
50000,1,1,2,0
89000,1,4,3,0
150000,2,3,0,1
83000,1,1,1,0
130000,1,2,0,0
140000,1,2,0,1
104000,1,1,5,1
155000,1,1,2,0
212000,2,2,3,1
132000,1,1,4,1
117000,1,2,2,1
137000,1,1,3,1
149000,1,1,5,1
58000,1,2,0,0
193000,1,2,3,0
117000,1,4,0,0
300000,1,1,0,0
208000,2,2,3,1
285000,1,3,1,0
86000,2,2,0,1
122000,1,4,2,0
76000,1,4,2,0
102000,1,3,3,1
299000,1,4,2,0
340000,1,2,4,0
80000,1,2,4,0
117000,1,3,6,0
144000,1,3,0,0
207000,1,1,4,1
57000,1,1,5,0
62000,1,1,3,0
196000,1,3,6,1
51000,1,1,32,0
117000,1,1,4,1
164000,1,2,3,1
189000,1,1,3,1
139000,1,4,2,0
123000,1,2,2,0
239000,1,1,5,1
175000,1,1,3,0
105000,1,3,2,0
153000,1,2,5,0
185000,1,2,3,0
386000,1,1,2,1
231000,1,3,3,0
293000,1,3,7,1
107000,1,2,0,0
112000,1,1,3,0
132000,1,4,2,0
139000,1,2,4,0
86000,1,1,3,0
301000,1,4,10,0
244000,1,3,3,0
127000,1,2,3,1
213000,1,3,2,0
170000,1,1,6,0
223000,1,2,2,0
72000,1,1,2,0
138000,1,2,3,0
145000,1,1,9,0
211000,2,1,0,1
106000,1,3,7,0
50000,1,1,0,1
83000,1,3,1,0
145000,1,1,5,0
155000,1,1,0,0
379000,1,1,0,0
207000,1,1,7,0
157000,1,2,3,1
147000,2,1,0,1
275000,1,2,0,0
108000,1,2,5,0
139000,2,1,3,1
82000,1,1,6,1
327000,1,1,0,0
186000,1,1,0,0
102000,1,1,3,1
141000,1,2,4,0
199000,1,2,3,1
131000,1,3,2,1
112000,1,3,1,0
105000,1,2,0,1
181000,1,1,2,0
123000,1,1,3,1
117000,1,2,2,1
72000,2,1,0,1
157000,1,1,1,0
136000,1,4,5,0
126000,1,1,5,1
167000,1,1,13,0
226000,2,3,0,1
221000,1,1,0,0
203000,1,1,4,0
131000,1,1,0,0
110000,1,1,4,0
84000,1,4,7,0
108000,1,2,3,0
152000,2,2,0,1
97000,1,1,5,0
158000,2,1,5,1
88000,1,2,2,0
60000,1,1,0,1
235000,1,1,3,1
116000,1,2,8,1
95000,1,3,2,0
82000,1,3,2,1
189000,1,3,0,0
320000,1,2,5,0
120000,1,3,4,0
133000,1,3,4,0
270000,1,1,0,0
55000,1,1,4,0
442000,1,1,1,1
575000,1,4,0,0
50000,1,3,4,0
142000,2,3,0,1
101000,1,1,1,0
130000,1,4,4,1
119000,1,1,3,1
234000,1,1,1,0
141000,1,2,3,0
91000,1,3,7,0
136000,1,3,5,0
199000,1,1,2,0
78000,1,1,4,1
61000,1,2,3,0
449000,1,1,5,0
105000,1,3,3,0
139000,1,1,3,1
121000,1,1,0,0
203000,1,1,0,0
398000,1,2,2,0
206000,1,3,13,0
65000,1,1,1,0
70000,1,1,2,0
120000,1,3,5,1
129000,1,2,5,0
58000,1,1,15,1
235000,1,1,5,0
83000,1,4,3,1
341000,1,2,0,0
408000,1,1,2,0
131000,1,1,5,0
191000,1,1,6,0
76000,1,1,2,0
211000,1,1,4,0
114000,1,1,1,0
82000,1,1,13,0
128000,1,1,3,0
116000,1,2,2,1
125000,1,2,2,1
253000,1,3,8,1
97000,1,1,18,1
390000,1,3,5,1
72000,1,3,26,1
365000,1,4,1,0
86000,1,1,3,0
150000,1,1,8,1
115000,1,2,1,0
124000,1,1,3,0
233000,1,1,0,1
342000,2,1,3,1
289000,1,2,4,1
120000,1,3,4,1
166000,2,1,3,1
98000,1,3,2,0
87000,1,3,3,1
80000,1,1,5,0
118000,1,1,3,0
172000,1,1,3,0
52000,1,3,5,0
146000,1,2,1,0
345000,1,2,7,0
278000,1,2,1,0
109000,1,1,7,1
70000,2,3,0,1
193000,1,3,1,0
50000,1,2,11,1
276000,1,2,0,0
133000,1,1,5,0
411000,1,1,6,1
58000,2,1,0,1
249000,1,2,4,1
142000,1,3,9,0
125000,1,3,0,0
71000,1,1,2,1
208000,1,1,3,0
218000,1,1,4,0
400000,2,4,0,1
261000,2,3,0,1
108000,1,2,2,0
86000,1,2,4,1
71000,1,2,5,1
337000,1,1,5,1
98000,1,1,2,0
339000,1,1,6,1
200000,1,1,4,0
180000,1,2,0,0
127000,1,1,11,0
216000,1,2,0,0
149000,1,2,3,0
122000,1,2,2,0
220000,1,4,0,0
139000,2,1,3,1
97000,1,2,0,0
209000,1,1,0,0
145000,2,2,7,1
196000,1,2,10,1
117000,1,1,0,0
77000,1,1,0,1
390000,1,2,6,1
351000,1,2,7,0
244000,1,2,12,1
121000,1,1,2,0
127000,1,2,3,0
321000,1,2,0,0
123000,1,1,0,0
106000,1,2,2,0
420000,1,2,0,0
146000,2,3,0,1
397000,1,1,2,1
70000,1,1,1,0
199000,1,4,5,0
469000,1,3,3,0
152000,1,1,8,1
130000,1,3,0,1
79000,1,1,4,1
272000,1,3,4,0
98000,1,1,12,0
142000,1,1,3,0
76000,1,4,2,1
353000,1,1,2,0
283000,1,3,2,0
147000,1,2,6,0
80000,1,1,8,0
349000,1,4,9,0
123000,1,2,2,1
82000,1,3,3,1
57000,1,3,4,0
105000,1,1,0,0
67000,1,1,2,0
106000,1,1,5,0
226000,1,2,11,0
122000,1,1,3,1
182000,1,1,6,1
101000,1,3,0,0
155000,1,1,3,1
431000,1,2,4,0
124000,1,2,0,0
185000,1,1,2,0
63000,1,1,1,0
346000,1,1,6,1
115000,1,2,3,0
267000,1,1,3,0
140000,1,3,0,0
210000,1,3,0,0
217000,1,1,3,0
117000,1,3,24,1
273000,1,4,3,0
99000,1,1,2,1
230000,1,4,0,0
121000,1,1,6,0
182000,2,2,3,1
116000,1,1,2,1
154000,1,3,16,1
83000,1,3,11,1
172000,1,4,4,0
154000,1,4,0,1
111000,1,1,4,1
146000,1,2,3,0
161000,1,1,2,0
107000,1,1,15,1
140000,1,1,4,0
86000,1,3,2,0
545000,2,2,0,1
269000,1,1,7,1
174000,2,4,3,1
286000,1,3,2,0
51000,1,1,2,1
50000,1,2,4,1
120000,1,2,11,0
70000,1,2,8,1
132000,1,2,2,0
168000,1,2,4,0
249000,1,1,2,0
80000,1,2,0,1
187000,1,1,2,1
151000,1,1,0,0
182000,1,1,7,0
113000,1,2,3,0
321000,1,1,4,0
142000,1,1,4,1
398000,1,1,0,1
97000,1,4,2,0
226000,1,1,4,1
145000,1,1,3,1
125000,1,1,4,1
212000,1,2,0,0
127000,1,1,0,0
50000,1,1,2,0
50000,1,3,0,0
302000,1,3,0,0
295000,1,2,9,0
424000,1,2,10,1
149000,1,4,4,1
74000,1,4,2,0
119000,1,2,0,0
151000,1,3,3,0
86000,3,3,4,0
371000,1,4,2,0
514000,1,1,6,0
195000,1,4,3,1
149000,1,2,4,1
74000,1,2,0,0
351000,1,1,9,0
156000,1,1,5,1
128000,1,3,0,0
195000,1,2,4,0
109000,1,1,3,0
163000,1,2,0,0
68000,1,1,1,0
273000,1,2,0,0
142000,1,2,8,0
284000,1,2,0,0
134000,1,1,2,1
139000,1,1,0,0
77000,1,1,5,0
228000,1,2,4,0
93000,1,3,17,0
115000,1,3,6,0
150000,1,2,2,0
160000,2,1,0,0
59000,1,1,2,0
132000,1,3,9,0
232000,1,2,0,1
122000,2,1,0,1
133000,2,2,0,1
164000,1,2,6,1
140000,1,1,5,0
85000,1,1,0,1
147000,1,2,4,0
259000,1,1,0,0
84000,2,1,0,1
122000,1,3,2,0
70000,1,4,3,1
252000,1,1,0,0
143000,1,1,0,0
94000,1,2,3,1
158000,1,1,2,0
77000,1,3,4,0
85000,1,2,2,1
67000,1,1,0,1
83000,1,3,3,1
316000,1,1,7,0
100000,1,2,1,0
194000,1,3,5,0
95000,1,1,0,0
228000,1,1,2,0
85000,1,3,4,1
153000,1,2,0,0
154000,1,1,5,0
540000,1,1,10,0
212000,1,1,5,0
108000,1,2,6,0
219000,1,1,2,1
486000,1,1,3,1
61000,1,1,1,0
94000,1,2,4,0
132000,1,3,2,0
119000,1,2,3,0
125000,1,2,3,1
73000,1,3,2,0
325000,1,1,2,0
69000,1,1,3,1
134000,1,1,3,0
267000,1,1,5,0
148000,1,4,2,0
88000,1,1,16,0
71000,1,3,4,0
132000,1,1,3,0
99000,1,2,10,1
168000,1,1,5,0
69000,1,1,7,0
235000,2,1,0,1
160000,2,2,0,1
167000,2,2,0,1
331000,1,3,2,0
118000,1,3,3,0
101000,1,2,2,0
111000,2,4,0,1
135000,1,1,6,0
143000,1,1,3,1
95000,1,1,0,0
50000,1,2,2,0
110000,1,2,0,0
183000,1,2,7,0
162000,2,3,2,1
290000,1,1,6,0
440000,1,3,10,1
228000,1,2,2,1
321000,1,2,1,0
229000,1,1,4,0
384000,1,1,2,0
415000,1,1,13,0
253000,1,3,5,0
221000,1,2,3,1
134000,1,1,2,0
147000,1,3,4,0
125000,1,2,1,0
211000,1,3,7,0
101000,1,2,3,0
135000,1,2,0,0
50000,1,2,0,0
387000,1,2,0,0
133000,1,1,4,0
193000,1,1,5,0
334000,1,4,3,0
177000,1,2,17,0
332000,1,2,6,0
76000,1,2,2,0
561000,1,2,6,1
273000,1,1,2,0
168000,1,1,2,0
328000,1,1,1,0
79000,1,1,2,0
128000,1,1,4,0
332000,1,3,0,1
54000,1,1,2,0
204000,1,3,0,0
201000,2,3,0,1
443000,1,1,0,1
63000,1,2,0,1
364000,1,2,2,1
110000,1,3,2,0
117000,2,2,3,1
77000,1,1,2,0
82000,1,1,0,1
187000,1,3,0,0
81000,1,1,0,1
225000,1,3,2,0
104000,1,1,0,1
77000,1,2,9,1
112000,1,2,20,1
181000,1,1,0,0
129000,1,1,4,0
153000,1,1,2,0
220000,1,3,4,1
272000,1,2,10,1
126000,1,1,5,1
84000,1,2,0,1
156000,1,1,0,0
194000,2,2,0,1
67000,1,3,0,0
92000,1,3,0,0
101000,1,3,0,0
134000,1,1,0,1
99000,1,1,9,0
221000,2,3,0,1
62000,1,1,2,0
63000,1,1,3,0
125000,1,1,2,1
136000,1,3,13,1
67000,1,2,0,0
107000,1,4,0,0
120000,1,1,4,0
121000,1,1,9,1
163000,1,1,6,1
104000,1,3,0,0
338000,1,1,0,0
196000,1,3,0,0
96000,1,2,5,1
158000,1,3,2,1
161000,1,3,0,0
293000,2,2,0,1
108000,1,2,4,0
229000,1,1,0,0
153000,1,3,0,0
341000,1,3,4,0
305000,1,2,0,0
167000,1,1,2,0
130000,1,4,5,0
198000,1,3,2,0
136000,1,2,0,0
378000,1,4,0,0
157000,1,2,2,0
120000,2,1,0,1
116000,1,2,2,0
77000,1,1,3,1
204000,1,2,2,1
96000,1,2,3,1
274000,1,1,0,0
74000,2,1,0,1
161000,1,2,3,1
282000,1,3,0,0
50000,1,4,5,0
455000,1,1,4,1
119000,1,3,4,0
162000,2,1,0,1
205000,1,1,7,0
224000,1,2,2,0
174000,1,1,9,1
260000,1,3,0,0
200000,1,1,3,1
395000,1,1,4,1
200000,1,2,12,1
442000,1,1,4,1
246000,1,1,2,0
56000,1,1,3,1
631000,1,1,0,0
109000,1,3,5,1
341000,1,1,10,0
152000,1,2,8,0
269000,1,2,3,0
103000,1,2,0,0
212000,1,2,6,0
131000,1,2,4,1
357000,1,3,7,1
191000,1,1,4,0
251000,1,3,2,0
50000,1,1,1,0
143000,1,2,4,0
188000,1,2,2,0
170000,1,1,3,1
254000,1,1,4,0
123000,1,1,0,0
154000,1,1,5,0
287000,1,2,2,0
50000,1,1,2,0
207000,1,3,2,1
125000,1,3,5,0
91000,1,1,0,0
181000,1,1,2,0
295000,1,1,0,1
266000,1,3,3,1
139000,1,1,2,1
243000,1,1,4,0
242000,1,4,5,0
143000,1,2,2,1
102000,1,1,0,0
106000,1,3,5,0
238000,1,3,3,0
147000,1,2,14,1
84000,1,1,3,0
59000,1,2,2,1
237000,1,1,20,0
111000,1,2,16,0
180000,1,1,4,1
297000,1,2,7,1
73000,1,3,3,1
146000,1,4,2,0
137000,1,3,8,1
185000,1,1,4,1
297000,1,1,3,1
72000,1,2,0,0
205000,1,1,6,1
265000,1,1,0,0
135000,1,3,9,0
139000,1,1,10,1
189000,1,1,0,0
181000,1,2,2,0
207000,1,4,4,1
204000,1,2,2,0
87000,1,1,2,0
259000,1,2,2,0
285000,1,3,5,0
166000,1,1,3,1
66000,1,2,3,0
141000,1,2,10,0
167000,1,2,0,1
80000,1,1,3,1
123000,1,3,2,0
69000,1,1,2,0
209000,1,1,0,1
164000,1,1,4,1
61000,1,2,1,0
182000,1,1,1,0
145000,1,3,2,0
199000,1,3,3,1
121000,1,1,4,1
97000,1,3,8,1
98000,1,4,9,1
112000,1,1,3,0
152000,1,2,7,0
163000,1,4,3,0
135000,1,3,2,1
119000,1,2,0,0
124000,1,3,0,0
596000,1,2,0,0
98000,1,1,4,1
110000,1,1,0,1
918000,1,2,0,0
189000,1,1,0,0
70000,1,1,4,0
238000,1,1,0,0
91000,1,3,2,0
247000,1,2,2,0
134000,1,1,3,0
118000,1,1,0,0
363000,1,1,1,0
205000,1,1,5,0
256000,1,2,0,0
191000,1,1,2,0
117000,1,4,8,1
210000,1,1,0,0
292000,1,1,0,0
162000,1,3,28,0
404000,1,1,3,0
239000,1,1,3,0
169000,1,1,5,1
172000,1,2,3,0
162000,1,1,0,0
75000,1,3,3,1
143000,1,2,0,0
169000,1,3,5,0
119000,1,2,3,0
181000,1,3,3,0
152000,1,2,0,0
230000,1,2,2,1
216000,1,2,4,1
164000,1,2,2,1
71000,1,1,0,0
402000,1,2,0,0
139000,1,1,10,1
143000,1,2,2,1
124000,1,1,4,1
115000,1,1,0,0
351000,2,1,0,1
321000,1,1,1,1
192000,1,1,5,1
141000,1,1,2,1
211000,1,2,3,1
156000,1,1,4,0
135000,1,4,0,0
181000,1,3,3,0
118000,1,1,4,1
172000,1,1,0,0
168000,1,1,5,0
209000,1,1,1,0
107000,1,2,2,1
222000,2,2,1,1
91000,1,2,5,1
109000,1,1,4,1
112000,1,2,4,1
83000,1,1,2,0
262000,1,3,5,0
88000,1,4,3,1
102000,1,1,0,0
299000,1,3,2,1
110000,1,3,1,0
135000,1,2,3,0
86000,1,1,2,0
237000,1,3,3,1
239000,1,1,1,0
225000,1,1,2,0
202000,1,2,2,1
156000,1,1,3,0
112000,1,1,5,1
96000,1,4,0,0
305000,1,1,5,0
228000,1,2,0,0
102000,2,2,0,1
153000,1,1,0,0
127000,1,2,6,0
81000,2,2,1,1
165000,1,2,4,1
119000,1,2,4,0
89000,2,4,0,1
66000,1,3,2,1
63000,1,1,2,1
122000,1,1,0,0
143000,1,2,2,0
93000,2,3,1,1
215000,1,3,4,1
145000,1,1,4,0
206000,2,3,0,1
136000,1,1,3,0
97000,1,1,5,0
160000,1,2,3,0
75000,1,1,0,0
202000,1,2,5,1
90000,1,1,2,1
249000,1,3,4,1
125000,1,4,5,1
269000,1,1,0,1
81000,1,2,2,0
103000,1,2,2,0
185000,2,1,1,1
286000,1,3,0,1
375000,1,2,3,1
153000,1,1,6,0
412000,1,3,5,1
128000,2,1,0,1
275000,1,1,10,1
89000,1,1,1,0
189000,1,3,1,0
50000,1,3,5,1
81000,1,1,3,1
194000,1,1,11,1
73000,1,1,3,0
190000,1,2,2,0
247000,1,1,3,0
114000,1,1,0,1
88000,1,1,4,1
116000,1,2,1,0
88000,1,2,5,0
142000,2,2,0,1
159000,1,1,2,0
127000,1,2,0,0
377000,1,2,0,0
101000,1,2,3,0
322000,1,1,0,0
85000,1,1,4,1
156000,1,2,4,0
288000,1,1,6,0
279000,1,2,5,0
119000,1,1,0,1
204000,1,1,0,0
189000,1,2,7,1
111000,1,1,0,0
210000,1,1,10,1
418000,1,3,5,1
194000,1,1,3,0
205000,1,3,2,1
217000,1,1,2,0
67000,1,3,2,0
193000,1,3,7,1
86000,1,1,0,0
108000,1,2,6,0
493000,1,2,3,0
130000,1,2,0,0
100000,1,1,9,0
283000,1,3,3,0
89000,1,2,3,0
117000,1,4,1,0
298000,1,3,6,0
154000,1,3,0,0
64000,1,2,4,0
202000,1,2,2,1
121000,1,3,2,0
350000,1,2,3,0
107000,1,1,0,1
267000,1,2,2,1
398000,1,1,2,0
94000,1,3,4,1
135000,1,2,8,0
186000,1,2,6,0
94000,1,1,1,0
174000,1,2,2,0
133000,1,1,2,0
131000,1,2,4,1
154000,1,2,7,1
156000,1,2,0,0
164000,1,1,4,0
108000,1,2,7,0
111000,1,2,3,0
141000,1,3,5,0
146000,1,3,10,0
118000,1,3,2,0
179000,1,1,0,1
55000,1,1,3,1
100000,1,3,4,0
129000,1,4,3,0
94000,1,1,2,0
367000,1,2,2,0
152000,1,1,0,0
165000,1,1,4,0
115000,1,4,5,1
149000,1,3,4,0
77000,1,4,3,1
137000,1,1,6,0
90000,1,2,2,0
129000,1,3,0,0
50000,1,2,9,1
81000,1,1,2,0
336000,1,2,4,0
237000,1,1,1,0
310000,1,2,3,1
322000,1,3,7,0
217000,2,1,0,1
117000,2,1,1,1
85000,1,2,3,1
282000,1,2,5,1
155000,1,1,2,0
591000,1,1,3,0
123000,1,2,20,0
444000,1,1,6,0
138000,1,2,2,1
313000,1,2,3,0
381000,1,1,0,1
85000,1,2,0,1
115000,1,2,1,0
85000,1,2,0,0
76000,2,2,0,1
216000,1,1,0,0
135000,1,1,7,1
154000,1,2,17,0
204000,1,2,3,0
54000,1,1,4,0
304000,1,1,4,1
124000,1,2,3,1
201000,1,1,0,0
211000,1,3,20,0
319000,1,2,8,0
142000,1,1,8,0
50000,1,2,3,0
155000,1,1,0,0
168000,1,3,3,0
85000,1,3,4,0
163000,2,3,0,1
123000,1,2,1,0
72000,1,3,4,0
217000,1,2,3,0
110000,1,3,0,0
120000,1,1,2,1
116000,1,3,3,0
296000,1,2,0,0
147000,1,1,2,1
157000,1,4,0,0
118000,1,2,0,0
193000,1,3,2,0
315000,1,1,0,0
214000,1,2,2,0
219000,1,2,5,0
209000,1,1,7,0
70000,1,3,0,0
93000,1,2,5,0
134000,1,1,7,0
101000,1,2,3,0
84000,1,1,2,0
54000,1,3,8,0
72000,1,3,2,0
130000,1,2,2,0
144000,1,2,0,0
97000,1,1,3,0
157000,1,1,1,0
118000,1,3,4,0
273000,1,1,18,0
137000,1,1,1,1
220000,1,1,0,0
168000,1,2,3,1
69000,1,3,4,0
143000,1,1,2,0
76000,1,1,0,0
141000,1,1,0,1
100000,1,1,13,1
185000,1,1,5,0
72000,1,3,4,0
151000,1,2,0,0
206000,1,1,6,1
247000,1,2,3,0
99000,1,3,15,0
151000,1,1,15,0
166000,1,1,6,0
351000,1,3,3,0
66000,1,1,0,0
91000,1,3,0,0
701000,1,3,2,1
129000,1,3,2,0
53000,1,1,3,0
109000,1,1,0,0
50000,1,3,2,1
171000,1,2,5,1
234000,1,1,0,0
91000,1,2,0,0
116000,1,1,2,1
249000,1,2,2,0
57000,1,3,0,0
73000,1,2,4,0
132000,1,2,0,0
99000,1,4,2,0
128000,1,2,2,0
75000,1,1,10,1
169000,1,2,4,1
138000,1,1,27,1
203000,1,1,5,0
167000,1,2,3,1
168000,1,1,8,1
68000,1,1,0,0
197000,1,2,2,0
125000,1,1,4,1
137000,1,2,0,0
267000,1,1,2,0
101000,1,2,4,0
315000,1,3,3,0
332000,1,1,2,1
227000,1,3,2,1
87000,1,1,1,0
50000,1,1,0,1
272000,1,1,0,0
159000,1,1,0,0
100000,1,1,6,1
286000,1,3,6,0
93000,1,3,0,0
119000,1,4,2,1
200000,1,3,2,0
81000,1,1,0,0
141000,1,1,1,0
273000,1,1,5,1
168000,1,2,0,0
298000,1,3,2,0
280000,1,1,5,1
151000,1,1,1,1
50000,1,1,2,1
82000,1,3,0,0
228000,1,2,6,1
64000,1,2,3,1
125000,1,2,0,1
181000,1,1,4,1
337000,1,1,6,1
109000,1,3,5,0
105000,1,3,3,1
146000,1,1,2,0
182000,1,1,0,0
138000,1,1,5,0
267000,1,1,9,0
97000,1,1,0,0
160000,1,1,0,0
192000,1,2,3,0
120000,1,3,4,1
238000,2,2,0,1
163000,1,2,5,0
231000,1,4,10,1
167000,1,4,5,1
185000,1,1,0,1
106000,1,1,2,1
106000,1,1,4,0
294000,1,3,4,0
213000,1,1,2,0
85000,1,1,2,1
166000,1,2,0,0
50000,1,2,5,0
109000,1,2,7,0
254000,2,3,0,1
140000,1,2,0,0
160000,2,3,0,1
50000,1,1,8,0
121000,1,3,4,0
181000,1,2,2,0
194000,1,1,11,1
255000,1,4,3,0
134000,1,3,2,0
137000,1,3,10,1
72000,1,3,5,1
134000,1,1,0,0
75000,1,1,2,1
54000,1,1,0,1
83000,1,3,7,0
344000,1,3,0,1
129000,1,4,6,1
169000,1,3,4,1
113000,1,2,6,1
56000,1,1,2,0
251000,1,1,4,1
50000,1,2,9,1
111000,1,3,2,0
146000,1,1,3,1
170000,1,3,1,0
101000,1,2,12,0
55000,1,1,3,1
97000,1,3,2,0
99000,1,2,7,1
98000,1,2,0,0
256000,1,1,2,0
77000,1,1,2,0
177000,1,1,5,0
164000,1,2,1,0
254000,1,3,0,0
139000,1,4,3,1
232000,1,3,7,1
136000,1,1,0,1
190000,1,4,0,0
66000,1,1,4,0
50000,1,1,6,1
185000,1,2,3,1
190000,1,3,4,0
195000,1,3,0,1
112000,1,3,2,0
340000,1,1,0,1
116000,1,1,4,1
189000,1,1,0,0
208000,1,2,0,0
386000,1,2,3,0
126000,1,1,3,0
105000,1,2,0,0
66000,1,2,4,0
352000,1,2,2,0
189000,1,1,9,0
192000,1,1,2,0
833000,1,2,5,1
179000,2,2,27,1
73000,1,1,2,0
135000,1,1,4,1
88000,1,3,4,0
121000,1,3,4,0
120000,1,1,1,0
109000,1,2,2,0
70000,1,2,0,0
360000,1,1,0,0
177000,1,1,9,1
133000,1,4,23,1
228000,1,2,2,1
194000,1,1,0,0
175000,1,3,0,0
219000,1,2,5,0
161000,1,2,3,1
217000,1,1,0,0
227000,1,1,0,0
164000,1,1,9,0
133000,1,4,3,1
348000,1,2,2,0
115000,1,3,1,0
186000,1,1,4,0
188000,1,3,6,0
107000,1,2,3,0
96000,1,2,0,0
123000,1,1,2,0
114000,1,2,3,0
67000,2,1,2,1
105000,1,1,4,1
174000,1,3,6,0
301000,1,1,2,0
203000,1,1,2,0
50000,1,3,4,1
213000,1,1,3,0
110000,1,2,0,0
192000,1,3,3,0
149000,1,2,3,1
135000,1,1,0,0
142000,1,2,0,0
148000,1,2,0,1
314000,1,1,6,0
148000,2,3,3,1
273000,1,4,8,0
252000,1,1,3,0
216000,1,1,0,0
56000,1,2,0,0
277000,1,2,3,0
117000,1,3,0,0
222000,1,1,2,0
88000,1,1,2,0
78000,1,2,4,1
445000,1,4,1,0
89000,1,1,11,0
282000,1,3,2,0
160000,1,1,3,0
119000,1,1,0,0
146000,1,2,3,0
73000,1,1,2,1
149000,2,2,0,1
83000,1,1,0,0
121000,1,2,0,0
250000,1,1,0,0
173000,1,3,9,0
66000,1,3,2,0
240000,1,1,0,0
149000,1,1,3,0
111000,1,4,2,0
226000,1,1,0,0
137000,2,3,0,1
79000,1,2,2,0
414000,1,3,9,0
149000,1,1,0,0
